Type,Date,Case,Latitude,Longtitude,Year,n_gov,s_gov
오물풍선,2024-06-02,Second Wave,37.49889,126.78306,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.6123808,127.5058417,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.9907334,127.9259891,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.1270743,128.2059637,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.63722,127.48972,2024,김정은,윤석열
오물풍선,2024-06-08,Third Wave,37.65639,126.835,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.47353,126.62151,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,36.236126,127.897015,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.545,126.676,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.746,126.488,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5969838,126.6676253,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.49627,126.5583,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.3109,127.40975,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.33315352,126.8393772,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.3615229,126.9349025,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.7506136,126.5591697,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.2804,127.0078,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.2345,127.2017,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.3109,127.40975,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.65639,126.835,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.7584627,126.7697535,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.9413242,127.7702114,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.6894014,127.8843043,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.7214045,127.7268172,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,36.236126,127.897015,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5741982,127.0395092,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.59,127.0165,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.6768806,127.0854209,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.6063,127.093,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.6024,126.9293,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5560719,126.9723599,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5806949,126.9827989,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5790747,126.9367861,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5177,127.0473,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5262,126.8959,2024,김정은,윤석열
오물풍선,2024-06-09,Third Wave,37.5534363,126.9697994,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.53895,127.2125,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.50389694,128.7324084,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.768405,126.4048539,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.53762636,126.9786846,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.56736703,126.9794054,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.58209476,127.0491296,2024,김정은,윤석열
오물풍선,2024-06-10,Fourth Wave,37.56389583,126.9546449,2024,김정은,윤석열
오물풍선,2024-06-18,Fifth Wave,37.60009681,126.7090658,2024,김정은,윤석열
오물풍선,2024-06-19,Fifth Wave,37.56909059,127.1985871,2024,김정은,윤석열
오물풍선,2024-06-20,Fifth Wave,37.48038232,127.1671664,2024,김정은,윤석열
오물풍선,2024-06-21,Fifth Wave,37.66937988,127.2735398,2024,김정은,윤석열
오물풍선,2024-06-22,Fifth Wave,37.73213969,127.0831184,2024,김정은,윤석열
오물풍선,2024-06-23,Fifth Wave,37.74251866,127.0982486,2024,김정은,윤석열
오물풍선,2024-06-24,Fifth Wave,37.75471693,126.8348595,2024,김정은,윤석열
오물풍선,2024-06-25,Sixth Wave,37.60881004,127.0188842,2024,김정은,윤석열
오물풍선,2024-06-26,Sixth Wave,37.45894701,126.4419572,2024,김정은,윤석열
오물풍선,2024-06-26,Sixth Wave,37.81131856,128.0712957,2024,김정은,윤석열
오물풍선,2024-06-27,Seventh Wave,37.52706617,127.0915959,2024,김정은,윤석열
오물풍선,2024-07-19,Eighth Wave,37.84842192,127.578637,2024,김정은,윤석열
오물풍선,2024-07-19,Eighth Wave,38.00083592,127.3447025,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,38.13149673,127.1947871,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,37.7197323,126.9423338,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,37.81704644,127.0433082,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,37.89732366,126.831396,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,37.74310391,127.0812471,2024,김정은,윤석열
오물풍선,2024-07-18,Eighth Wave,37.47708349,126.7974016,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.57258455,127.0705652,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,38.04166814,126.9768902,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.92600776,127.1126557,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.6050853,127.1969754,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.913542,127.1381033,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.7933321,127.0752929,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.87810132,127.0738515,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.68386669,126.8192169,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.68593719,127.2882531,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.89322974,126.9324178,2024,김정은,윤석열
오물풍선,2024-07-21,Ninth Wave,37.7571009,127.0592475,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.70896836,127.0688661,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.53195349,126.9148413,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.56680601,126.9396595,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.53057022,126.9841318,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.56073929,126.8025631,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.53132701,126.9763123,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.72514613,126.8595748,2024,김정은,윤석열
오물풍선,2024-08-12,Eleventh Wave,37.80529988,126.7100999,2024,김정은,윤석열
오물풍선,2024-08-10,Eleventh Wave,37.53371629,126.737631,2024,김정은,윤석열
오물풍선,2024-08-10,Eleventh Wave,37.53226025,126.7458785,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.48617268,127.0947471,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.64530576,127.053329,2024,김정은,윤석열
오물풍선,2024-07-24,Tenth Wave,37.56719992,126.9726261,2024,김정은,윤석열
오물풍선,2024-09-05,Twelfth Wave,37.53295825,126.920829,2024,김정은,윤석열
오물풍선,2024-09-05,Thirteenth Wave,37.56069315,127.2443669,2024,김정은,윤석열
오물풍선,2024-09-05,Twelfth Wave,37.50456089,127.5746568,2024,김정은,윤석열
오물풍선,2024-09-05,Twelfth Wave,37.30377689,127.4948548,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,37.7848234,126.7917503,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,37.77611321548565,128.9234812343975,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,37.76328771,128.2425113,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,37.53339036,128.060855,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,38.10106011,128.2618422,2024,김정은,윤석열
오물풍선,2024-09-04,Twelfth Wave,38.10106011,128.2618422,2024,김정은,윤석열
오물풍선,2024-09-09,Seventeenth Wave,37.77842402,126.9005473,2024,김정은,윤석열
오물풍선,2024-09-08,Sixteenth Wave,37.50275674,126.7295103,2024,김정은,윤석열
오물풍선,2024-09-07,Fifteenth Wave,37.50262487,126.7373826,2024,김정은,윤석열
오물풍선,2024-09-07,Fifteenth Wave,37.77943968,127.6409752,2024,김정은,윤석열
오물풍선,2024-09-06,Fourteenth Wave,37.75418696,127.1828527,2024,김정은,윤석열
오물풍선,2024-09-06,Fourteenth Wave,37.46963321,126.7164187,2024,김정은,윤석열
오물풍선,2024-09-06,Fourteenth Wave,37.54218308,126.7820175,2024,김정은,윤석열
오물풍선,2024-09-06,Fourteenth Wave,37.50300349,126.9751871,2024,김정은,윤석열
오물풍선,2024-09-05,Thirteenth Wave,37.59863271,126.753557,2024,김정은,윤석열
오물풍선,2024-10-04,Twenty-fourth Wave,37.65487971,127.1475697,2024,김정은,윤석열
오물풍선,2024-09-22,Twenty-second Wave,37.48135602,126.6575126,2024,김정은,윤석열
오물풍선,2024-09-22,Twenty-second Wave,37.50744874,126.7230077,2024,김정은,윤석열
오물풍선,2024-09-22,Twenty-second Wave,37.458726,126.442676,2024,김정은,윤석열
오물풍선,2024-09-22,Twenty-second Wave,37.53457358,126.9773664,2024,김정은,윤석열
오물풍선,2024-10-02,Twenty-third Wave,37.57275792,126.9768125,2024,김정은,윤석열
오물풍선,2024-10-02,Twenty-third Wave,37.50189412,126.7351138,2024,김정은,윤석열
오물풍선,2024-10-04,Twenty-fourth Wave,37.54422725,126.8039427,2024,김정은,윤석열
오물풍선,2024-10-04,Twenty-fourth Wave,37.57544692,126.9801398,2024,김정은,윤석열
오물풍선,2024-10-04,Twenty-fourth Wave,37.53184395,126.9146295,2024,김정은,윤석열
오물풍선,2024-10-24,Thirtieth Wave,37.5332542,126.9861956,2024,김정은,윤석열
오물풍선,2024-11-18,Thirty-first Wave,37.534396,126.977707,2024,김정은,윤석열
오물풍선,2024-11-18,Thirty-first Wave,37.532068,126.914541,2024,김정은,윤석열
미사일,1984-04-09,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1984-04-09,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1984-04-09,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1984-09-01,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1984-09-01,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1984-09-01,Scud-B,40.8499966,129.666664,1984,김일성,전두환
미사일,1986-05-01,Unknown,40.8499966,129.666664,1986,김일성,전두환
미사일,1990-05-01,Nodong,40.8499966,129.666664,1990,김일성,노태우
미사일,1990-06-01,Scud-C,40.8499966,129.666664,1990,김일성,노태우
미사일,1991-07-01,Scud-C,38.62333,126.6847,1991,김일성,노태우
미사일,1992-06-01,Nodong,40.8499966,129.666664,1992,김일성,노태우
미사일,1993-05-29,Nodong,40.8499966,129.666664,1993,김일성,김영삼
미사일,1993-05-29,Scud-C,40.8499966,129.666664,1993,김일성,김영삼
미사일,1993-05-29,Scud-C,40.8499966,129.666664,1993,김일성,김영삼
미사일,1993-05-30,Scud-C,40.8499966,129.666664,1993,김일성,김영삼
미사일,1998-08-31,Taepodong-1,40.8499966,129.666664,1998,김정일,김대중
미사일,2006-07-05,Nodong,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Nodong,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Nodong,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Nodong,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Scud-C,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Scud-C,38.99083,127.6236,2006,김정일,노무현
미사일,2006-07-05,Unha,40.8499966,129.666664,2006,김정일,노무현
미사일,2009-04-05,Unha,40.8499966,129.666664,2009,김정일,이명박
미사일,2009-07-05,Nodong,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Nodong,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Scud-C,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Scud-C,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Scud-C,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Scud-C,38.99083,127.6236,2009,김정일,이명박
미사일,2009-07-05,Scud-C,38.99083,127.6236,2009,김정일,이명박
미사일,2012-04-13,Unha-3,39.6596,124.7057,2012,김정은,이명박
미사일,2012-12-12,Unha-3,39.6596,124.7057,2012,김정은,이명박
미사일,2013-05-18,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2013-05-18,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2013-05-18,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2013-05-19,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2013-05-20,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2013-05-20,KN-02,39.40167,127.5369,2013,김정은,박근혜
미사일,2014-02-27,Scud-B,38.99083,127.6236,2014,김정은,박근혜
미사일,2014-02-27,Scud-B,38.99083,127.6236,2014,김정은,박근혜
미사일,2014-02-27,Scud-B,38.99083,127.6236,2014,김정은,박근혜
미사일,2014-02-27,Scud-B,38.99083,127.6236,2014,김정은,박근혜
미사일,2014-03-03,Scud-C,39.1677,127.4817,2014,김정은,박근혜
미사일,2014-03-03,Scud-C,39.1677,127.4817,2014,김정은,박근혜
미사일,2014-03-26,Nodong,39.412594,125.89031,2014,김정은,박근혜
미사일,2014-03-26,Nodong,39.412594,125.89031,2014,김정은,박근혜
미사일,2014-06-26,KN-02,39.40167,127.5369,2014,김정은,박근혜
미사일,2014-06-29,Scud-C,39.065962,127.250257,2014,김정은,박근혜
미사일,2014-06-29,Scud-C,39.065962,127.250257,2014,김정은,박근혜
미사일,2014-07-09,Scud-C,38.686834,125.702005,2014,김정은,박근혜
미사일,2014-07-09,Scud-C,38.686834,125.702005,2014,김정은,박근혜
미사일,2014-07-13,Scud-C,37.9382,126.5878,2014,김정은,박근혜
미사일,2014-07-13,Scud-C,37.9382,126.5878,2014,김정은,박근혜
미사일,2014-07-26,Scud-C,Unknown,Unknown,2014,김정은,박근혜
미사일,2014-08-14,KN-02,39.40167,127.5369,2014,김정은,박근혜
미사일,2014-09-01,KN-02,39.40167,127.5369,2014,김정은,박근혜
미사일,2014-09-06,KN-02,39.40167,127.5369,2014,김정은,박근혜
미사일,2015-02-08,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-02-08,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-02-08,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-02-08,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-02-08,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-03-01,Scud-C,38.7523,125.3247,2015,김정은,박근혜
미사일,2015-03-01,Scud-C,38.7523,125.3247,2015,김정은,박근혜
미사일,2015-04-02,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-04-03,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-04-03,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-04-03,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-04-03,KN-02,39.40167,127.5369,2015,김정은,박근혜
미사일,2015-05-08,Pukguksong-1,40.0368,128.1839,2015,김정은,박근혜
미사일,2015-11-28,Pukguksong-1,40.0368,128.1839,2015,김정은,박근혜
미사일,2015-12-21,Pukguksong-1,40.0368,128.1839,2015,김정은,박근혜
미사일,2016-02-07,Unha-3,39.6596,124.7057,2016,김정은,박근혜
미사일,2016-03-10,Scud-C,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-03-10,Scud-C,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-03-18,Nodong,39.412594,125.89031,2016,김정은,박근혜
미사일,2016-03-18,Nodong,39.412594,125.89031,2016,김정은,박근혜
미사일,2016-04-15,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-04-23,Pukguksong-1,40.0368,128.1839,2016,김정은,박근혜
미사일,2016-04-27,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-04-28,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-05-30,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-06-21,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-06-21,Musudan,39.1677,127.4817,2016,김정은,박근혜
미사일,2016-07-09,Pukguksong-1,40.0368,128.1839,2016,김정은,박근혜
미사일,2016-07-18,Nodong,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-07-18,Scud-C,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-07-18,Scud-C,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-08-02,Nodong,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-08-02,Nodong,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-08-23,Pukguksong-1,40.0368,128.1839,2016,김정은,박근혜
미사일,2016-09-05,ER Scud,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-09-05,ER Scud,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-09-05,ER Scud,38.686834,125.702005,2016,김정은,박근혜
미사일,2016-10-14,Musudan,39.927472,125.207889,2016,김정은,박근혜
미사일,2016-10-19,Musudan,39.927472,125.207889,2016,김정은,박근혜
미사일,2017-02-11,Pukguksong-2,40.01325,125.22302,2017,김정은,문재인
미사일,2017-03-05,ER Scud,39.6596,124.7057,2017,김정은,문재인
미사일,2017-03-05,ER Scud,39.6596,124.7057,2017,김정은,문재인
미사일,2017-03-05,ER Scud,39.6596,124.7057,2017,김정은,문재인
미사일,2017-03-05,ER Scud,39.6596,124.7057,2017,김정은,문재인
미사일,2017-03-05,ER Scud,39.6596,124.7057,2017,김정은,문재인
미사일,2017-03-21,Unknown,39.1677,127.4817,2017,김정은,문재인
미사일,2017-04-04,Hwasong-12,40.0368,128.1839,2017,김정은,문재인
미사일,2017-04-15,Hwasong-12,40.0368,128.1839,2017,김정은,문재인
미사일,2017-04-28,Hwasong-12,39.504417,125.964333,2017,김정은,문재인
미사일,2017-05-14,Hwasong-12,40.0659,125.2099,2017,김정은,문재인
미사일,2017-05-21,Pukguksong-2,39.618283,125.8035851,2017,김정은,문재인
미사일,2017-05-28,Scud-C MaRV,39.1677,127.4817,2017,김정은,문재인
미사일,2017-07-04,Hwasong-14,39.872153,125.269192,2017,김정은,문재인
미사일,2017-07-28,Hwasong-14,40.611208,126.425743,2017,김정은,문재인
미사일,2017-08-25,Scud-B MaRV,38.99083,127.6236,2017,김정은,문재인
미사일,2017-08-25,Scud-B MaRV,38.99083,127.6236,2017,김정은,문재인
미사일,2017-08-25,Scud-B MaRV,38.99083,127.6236,2017,김정은,문재인
미사일,2017-08-28,Hwasong-12,39.200159,125.673256,2017,김정은,문재인
미사일,2017-09-14,Hwasong-12,39.200159,125.673256,2017,김정은,문재인
미사일,2017-11-28,Hwasong-15,39.282,125.869,2017,김정은,문재인
미사일,2019-04-17,Unknown,Unknown,Unknown,2019,김정은,문재인
미사일,2019-05-04,Hwasong-11A (KN-23),39.40167,127.5369,2019,김정은,문재인
미사일,2019-05-04,Hwasong-11A (KN-23),39.40167,127.5369,2019,김정은,문재인
미사일,2019-05-09,Hwasong-11A (KN-23),40.029678,125.227326,2019,김정은,문재인
미사일,2019-05-09,Hwasong-11A (KN-23),40.029678,125.227326,2019,김정은,문재인
미사일,2019-07-24,Hwasong-11A (KN-23),39.40167,127.5369,2019,김정은,문재인
미사일,2019-07-24,Hwasong-11A (KN-23),39.40167,127.5369,2019,김정은,문재인
미사일,2019-07-30,Unknown,Unknown,Unknown,2019,김정은,문재인
미사일,2019-07-30,Unknown,Unknown,Unknown,2019,김정은,문재인
미사일,2019-08-01,KN-25,Unknown,Unknown,2019,김정은,문재인
미사일,2019-08-01,KN-25,Unknown,Unknown,2019,김정은,문재인
미사일,2019-08-05,Hwasong-11A (KN-23),38.421522,125.024421,2019,김정은,문재인
미사일,2019-08-05,Hwasong-11A (KN-23),38.421522,125.024421,2019,김정은,문재인
미사일,2019-08-09,Hwasong-11B (KN-24),39.811611,127.66375,2019,김정은,문재인
미사일,2019-08-09,Hwasong-11B (KN-24),39.811611,127.66375,2019,김정은,문재인
미사일,2019-08-15,Hwasong-11B (KN-24),38.953797,127.891882,2019,김정은,문재인
미사일,2019-08-15,Hwasong-11B (KN-24),38.953797,127.891882,2019,김정은,문재인
미사일,2019-08-23,KN-25,39.7437,127.4732,2019,김정은,문재인
미사일,2019-08-23,KN-25,39.7437,127.4732,2019,김정은,문재인
미사일,2019-09-09,KN-25,39.752321,125.899905,2019,김정은,문재인
미사일,2019-09-09,KN-25,39.752321,125.899905,2019,김정은,문재인
미사일,2019-09-09,KN-25,39.752321,125.899905,2019,김정은,문재인
미사일,2019-10-01,Pukguksong-3,39.26,127.58,2019,김정은,문재인
미사일,2019-10-31,KN-25,39.412594,125.89031,2019,김정은,문재인
미사일,2019-10-31,KN-25,39.412594,125.89031,2019,김정은,문재인
미사일,2019-11-28,KN-25,39.78938,127.53993,2019,김정은,문재인
미사일,2019-11-28,KN-25,39.78938,127.53993,2019,김정은,문재인
미사일,2020-03-02,KN-25,39.141,127.616,2020,김정은,문재인
미사일,2020-03-02,KN-25,39.141,127.616,2020,김정은,문재인
미사일,2020-03-08,KN-25,39.743,127.499,2020,김정은,문재인
미사일,2020-03-08,KN-25,39.743,127.499,2020,김정은,문재인
미사일,2020-03-08,KN-25,39.743,127.499,2020,김정은,문재인
미사일,2020-03-20,Hwasong-11B (KN-24),39.4163,125.8907,2020,김정은,문재인
미사일,2020-03-20,Hwasong-11B (KN-24),39.4163,125.8907,2020,김정은,문재인
미사일,2020-03-28,KN-25,39.40167,127.5369,2020,김정은,문재인
미사일,2020-03-28,KN-25,39.40167,127.5369,2020,김정은,문재인
미사일,2021-03-24,Hwasong-11C,39.7437,127.4732,2021,김정은,문재인
미사일,2021-03-24,Hwasong-11C,39.78938,127.53993,2021,김정은,문재인
미사일,2021-09-15,Rail-mobile KN-23,39.275721,126.804867,2021,김정은,문재인
미사일,2021-09-15,Rail-mobile KN-23,39.275721,126.804867,2021,김정은,문재인
미사일,2021-09-27,Hwasong-12B,40.611208,126.425743,2021,김정은,문재인
미사일,2021-10-19,Hwasong-11S (Navalized KN-23),40.0368,128.1839,2021,김정은,문재인
미사일,2022-01-05,Hwasong-12A?,40.611208,126.425743,2022,김정은,윤석열
미사일,2022-01-10,Hwasong-12A?,40.611208,126.425743,2022,김정은,윤석열
미사일,2022-01-14,Rail-mobile KN-23,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-01-14,Rail-mobile KN-23,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-01-16,Hwasong-11B (KN-24),39.200159,125.673256,2022,김정은,윤석열
미사일,2022-01-16,Hwasong-11B (KN-24),39.200159,125.673256,2022,김정은,윤석열
미사일,2022-01-26,Hwasong-11A (KN-23),39.811611,127.66375,2022,김정은,윤석열
미사일,2022-01-26,Hwasong-11A (KN-23),39.811611,127.66375,2022,김정은,윤석열
미사일,2022-01-29,Hwasong-12,40.611208,126.425743,2022,김정은,윤석열
미사일,2022-02-26,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-03-04,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-03-16,Hwasong-17,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-03-24,Hwasong-15,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-04-16,Hwasong-11D,39.811611,127.66375,2022,김정은,윤석열
미사일,2022-04-16,Hwasong-11D,39.811611,127.66375,2022,김정은,윤석열
미사일,2022-05-04,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-07,Unknown,40.0368,128.1839,2022,김정은,윤석열
미사일,2022-05-12,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-12,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-12,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-24,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-24,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-05-24,Unknown,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-06-05,Unknown,Unknown,Unknown,2022,김정은,윤석열
미사일,2022-09-24,Hwasong-11S (Navalized KN-23),39.9857,125.5186,2022,김정은,윤석열
미사일,2022-09-28,Hwasong-11C,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-09-28,Hwasong-11C,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-09-29,KN-25,39.4163,125.8907,2022,김정은,윤석열
미사일,2022-09-29,KN-25,39.4163,125.8907,2022,김정은,윤석열
미사일,2022-09-30,Hwasong-11A (KN-23),39.3942,125.6773,2022,김정은,윤석열
미사일,2022-09-30,Hwasong-11A (KN-23),39.3942,125.6773,2022,김정은,윤석열
미사일,2022-10-03,New IRBM (2022),40.611208,126.425743,2022,김정은,윤석열
미사일,2022-10-05,KN-23,39.1268,125.9579,2022,김정은,윤석열
미사일,2022-10-05,KN-25,39.1268,125.9579,2022,김정은,윤석열
미사일,2022-10-08,KN-25,39.2815,127.377,2022,김정은,윤석열
미사일,2022-10-08,KN-25,39.2815,127.377,2022,김정은,윤석열
미사일,2022-10-13,Unknown,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-10-28,Unknown,38.953797,127.891882,2022,김정은,윤석열
미사일,2022-10-28,Unknown,38.953797,127.891882,2022,김정은,윤석열
미사일,2022-11-01,Unknown,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-11-01,Unknown,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-11-01,Unknown,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-11-01,Unknown,40.025847,124.577936,2022,김정은,윤석열
미사일,2022-11-01,Unknown,39.1677,127.4817,2022,김정은,윤석열
미사일,2022-11-01,Unknown,39.1677,127.4817,2022,김정은,윤석열
미사일,2022-11-01,Unknown,39.1677,127.4817,2022,김정은,윤석열
미사일,2022-11-02,Unknown,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-11-02,Unknown,39.752321,125.899905,2022,김정은,윤석열
미사일,2022-11-02,Unknown,39.752321,125.899905,2022,김정은,윤석열
미사일,2022-11-03,Unknown,38.78,126.67,2022,김정은,윤석열
미사일,2022-11-03,Unknown,38.78,126.67,2022,김정은,윤석열
미사일,2022-11-03,Unknown,38.78,126.67,2022,김정은,윤석열
미사일,2022-11-09,Unknown,39.42,125.63,2022,김정은,윤석열
미사일,2022-11-17,Unknown,39.1677,127.4817,2022,김정은,윤석열
